x,y,resolution,elevation,mean_elevation,semantic_class,point_count
-5.125,-1.625,0.25,0.07625763685052402,0.07625763685052402,ground,1
-4.875,-4.875,0.25,0.06622680641629711,0.06622680641629711,ground,1
-4.875,0.125,0.25,0.07443244401144238,0.07443244401144238,ground,1
-4.625,-6.125,0.25,0.05258082406156861,0.05258082406156861,ground,1
-4.375,3.875,0.25,0.07530118819225506,0.07530118819225506,ground,1
-4.375,4.125,0.25,0.1044611597782606,0.1044611597782606,ground,1
-4.375,5.625,0.25,0.10353937688759703,0.10353937688759703,ground,1
-4.125,-2.625,0.25,0.02585268438042267,0.02585268438042267,ground,1
-4.125,-0.875,0.25,0.01480780251469048,0.01480780251469048,ground,1
-4.125,5.125,0.25,0.05973345572108709,0.05973345572108709,ground,1
-3.875,-6.875,0.25,0.04921589571094734,0.04921589571094734,ground,1
-3.875,-2.625,0.25,0.03027885028959435,0.03027885028959435,ground,1
-3.875,-1.875,0.25,0.01155231133860199,0.01155231133860199,ground,1
-3.875,3.375,0.25,0.07497806610204652,0.07497806610204652,ground,1
-3.625,8.625,0.25,0.0585644439213463,0.0585644439213463,ground,1
-3.375,-1.375,0.25,0.016286088327136728,0.016286088327136728,ground,1
-3.375,5.125,0.25,0.06326412844247756,0.06326412844247756,ground,1
-3.375,6.625,0.25,0.017556803837423522,0.017556803837423522,ground,1
-3.375,8.375,0.25,0.0715051299777939,0.0715051299777939,ground,1
-3.125,-9.375,0.25,0.04963432637056901,0.04963432637056901,ground,1
-2.625,-9.625,0.25,-0.02562691649936754,-0.02562691649936754,ground,1
-2.625,0.125,0.25,0.06058259670334133,0.06058259670334133,ground,1
-2.375,-2.125,0.25,-0.0007323432312193907,-0.0007323432312193907,ground,1
-2.125,-8.625,0.25,0.0017205555173356452,0.0017205555173356452,ground,1
-2.125,-6.125,0.25,-0.01888352724835254,-0.01888352724835254,ground,1
-2.125,-4.625,0.25,0.0545522390056467,0.0545522390056467,ground,1
-2.125,4.625,0.25,0.05143557094011053,0.05143557094011053,ground,1
-2.125,5.875,0.25,0.05860114033377699,0.05860114033377699,ground,1
-1.875,-8.125,0.25,0.0018440987483863214,0.0018440987483863214,ground,1
-1.875,-7.625,0.25,-0.02617648666239356,-0.02617648666239356,ground,1
-1.875,-2.625,0.25,0.03985794309853333,0.03985794309853333,ground,1
-1.875,-1.125,0.25,0.0010170014565556197,0.0010170014565556197,ground,1
-1.875,3.125,0.25,0.037662384806892865,0.037662384806892865,ground,1
-1.875,7.625,0.25,0.05163697465557121,0.05163697465557121,ground,1
-1.625,-0.375,0.25,0.006657335769877332,0.006657335769877332,ground,1
-1.625,5.125,0.25,0.03074154804662558,0.03074154804662558,ground,1
-1.375,-6.375,0.25,-0.01657117801464715,-0.01657117801464715,ground,1
-1.375,-4.375,0.25,-0.016424986354399814,-0.016424986354399814,ground,1
-1.375,2.875,0.25,0.06793408718005009,0.06793408718005009,ground,1
-1.375,3.125,0.25,0.012731884410021925,0.012731884410021925,ground,1
-1.375,3.625,0.25,0.07031831436953027,0.07031831436953027,ground,1
-1.125,-4.125,0.25,-0.032780546714984295,-0.032780546714984295,ground,1
-1.125,-0.875,0.25,0.04237351585213873,0.03646768600442178,ground,2
-1.125,0.625,0.25,0.025900987867935862,0.025900987867935862,ground,1
-1.125,8.375,0.25,0.034379181832054434,0.034379181832054434,ground,1
-0.875,-7.125,0.25,0.010419843537948998,0.010419843537948998,ground,1
-0.875,-4.625,0.25,-0.015516449808358437,-0.015516449808358437,ground,1
-0.875,0.875,0.25,0.022253335283651112,0.022253335283651112,ground,1
-0.875,7.875,0.25,0.06324236442312645,0.06324236442312645,ground,1
-0.625,-9.125,0.25,-0.01369457343377278,-0.01369457343377278,ground,1
-0.375,-8.375,0.25,-0.05859474900238138,-0.05859474900238138,ground,1
-0.375,-2.125,0.25,0.020903180161110528,0.020903180161110528,ground,1
-0.375,2.375,0.25,0.02081962001338738,0.02081962001338738,ground,1
-0.125,-5.625,0.25,-0.022464161269386138,-0.022464161269386138,ground,1
-0.125,-2.875,0.25,-0.019687142495546376,-0.019687142495546376,ground,1
-0.125,0.125,0.25,0.025653929663544635,0.006515750310213306,ground,2
-0.125,6.125,0.25,0.050637062537388464,0.050637062537388464,ground,1
0.125,-0.875,0.25,-0.0054822075378447525,-0.0054822075378447525,ground,1
0.125,1.875,0.25,-0.007623282845921021,-0.007623282845921021,ground,1
0.125,4.625,0.25,0.007320618449218955,0.007320618449218955,ground,1
0.375,-8.875,0.25,-0.07416237504135562,-0.07416237504135562,ground,1
0.625,-4.625,0.25,-0.05576828790723683,-0.05576828790723683,ground,1
0.625,-1.625,0.25,-0.01283208844902967,-0.01283208844902967,ground,1
0.625,-0.125,0.25,-8.77748926842066e-06,-8.77748926842066e-06,ground,1
0.625,1.375,0.25,-0.05079110230182122,-0.05079110230182122,ground,1
0.875,-3.875,0.25,-0.00814502056981728,-0.00814502056981728,ground,1
0.875,-3.625,0.25,-0.02799393763345926,-0.02799393763345926,ground,1
1.125,-5.125,0.25,-0.03487097479481531,-0.045381105241105446,ground,2
1.375,-5.125,0.25,-0.019667131785064594,-0.019667131785064594,ground,1
1.375,0.375,0.25,-0.03015312310265956,-0.03015312310265956,ground,1
1.625,1.875,0.25,-0.03332261558672503,-0.03332261558672503,ground,1
1.625,4.375,0.25,0.018909704372215588,0.018909704372215588,ground,1
1.625,7.375,0.25,0.0059627814951980175,0.0059627814951980175,ground,1
1.875,-5.375,0.25,-0.07938185865287506,-0.07938185865287506,ground,1
1.875,0.875,0.25,-0.04070392969428557,-0.04070392969428557,ground,1
1.875,1.125,0.25,-0.06271672069758874,-0.06271672069758874,ground,1
1.875,6.375,0.25,0.008355825014661228,0.008355825014661228,ground,1
2.125,-1.375,0.25,-0.03879183054638595,-0.03879183054638595,ground,1
2.125,5.875,0.25,-0.03769268823741198,-0.03769268823741198,ground,1
2.375,-6.375,0.25,-0.031619499656422245,-0.031619499656422245,ground,1
2.375,-1.125,0.25,-0.04861669312750394,-0.04861669312750394,ground,1
2.375,0.375,0.25,0.003121667338523905,0.003121667338523905,ground,1
2.375,7.125,0.25,0.009998594074046761,0.009998594074046761,ground,1
2.625,-5.625,0.25,-0.0851691722715747,-0.0851691722715747,ground,1
2.625,-4.375,0.25,-0.05022258175930912,-0.05022258175930912,ground,1
2.875,-6.125,0.25,-0.07219688548402939,-0.07219688548402939,ground,1
2.875,3.375,0.25,-0.035411255805978294,-0.035411255805978294,ground,1
2.875,7.125,0.25,-0.013613388544203723,-0.013613388544203723,ground,1
3.125,-8.375,0.25,-0.11353453954329756,-0.11353453954329756,ground,1
3.125,-1.125,0.25,-0.04191167419334432,-0.04191167419334432,ground,1
3.125,-0.625,0.25,-0.03620857728910244,-0.059022464202491194,ground,2
3.125,2.125,0.25,-0.052572496062067896,-0.052572496062067896,ground,1
3.375,-2.125,0.25,-0.04819031622985988,-0.04819031622985988,ground,1
3.625,-1.875,0.25,-0.10144910079125877,-0.10144910079125877,ground,1
3.625,0.875,0.25,-0.10169479772739518,-0.10169479772739518,ground,1
3.875,7.875,0.25,-0.01784644189528686,-0.01784644189528686,ground,1
4.125,-3.125,0.25,-0.10943821165609491,-0.10943821165609491,ground,1
4.125,6.625,0.25,-0.030102400443084026,-0.030102400443084026,ground,1
4.125,8.375,0.25,0.007182282873802029,0.007182282873802029,ground,1
4.375,-8.875,0.25,-0.08622103138158686,-0.08622103138158686,ground,1
4.375,-7.625,0.25,-0.15109611326478642,-0.15109611326478642,ground,1
4.375,-7.125,0.25,-0.11634203743560867,-0.11634203743560867,ground,1
4.375,4.375,0.25,-0.05445072038960545,-0.05445072038960545,ground,1
4.375,5.625,0.25,-0.07322690787166714,-0.07322690787166714,ground,1
4.375,8.875,0.25,-0.06863018062531445,-0.06863018062531445,ground,1
4.625,-2.125,0.25,-0.06815771010356136,-0.06815771010356136,ground,1
4.625,0.875,0.25,-0.029605856474429204,-0.029605856474429204,ground,1
4.625,6.375,0.25,-0.04222034224717366,-0.04222034224717366,ground,1
4.875,3.625,0.25,-0.09120290921898397,-0.09120290921898397,ground,1
5.125,-7.625,0.25,-0.0717243508908726,-0.0717243508908726,ground,1
5.125,-1.875,0.25,-0.08296355319510249,-0.08296355319510249,ground,1
5.375,2.875,0.25,-0.0579586207538587,-0.0579586207538587,ground,1
5.375,3.875,0.25,-0.04576417284742107,-0.04576417284742107,ground,1
5.625,3.375,0.25,-0.1352482010780737,-0.1352482010780737,ground,1
5.625,4.125,0.25,-0.11262478859784378,-0.11262478859784378,ground,1
5.625,7.875,0.25,-0.06405339334941293,-0.06405339334941293,ground,1
5.875,-4.875,0.25,-0.10266969861484664,-0.10266969861484664,ground,1
5.875,3.875,0.25,-0.06710629709572546,-0.06710629709572546,ground,1
5.875,5.125,0.25,-0.06284420305748058,-0.06284420305748058,ground,1
6.125,-2.125,0.25,-0.0869888210936668,-0.10242384312828089,ground,2
6.125,0.625,0.25,-0.08521978776156455,-0.08521978776156455,ground,1
6.375,-5.875,0.25,-0.10485595752522948,-0.10485595752522948,ground,1
6.375,-3.875,0.25,-0.12754921309893918,-0.12754921309893918,ground,1
6.375,-3.375,0.25,-0.10073016976690044,-0.10073016976690044,ground,1
6.375,-2.375,0.25,-0.08479204084563868,-0.08479204084563868,ground,1
6.375,2.875,0.25,-0.11578031366106177,-0.11578031366106177,ground,1
6.375,3.375,0.25,-0.05524078272472967,-0.05524078272472967,ground,1
6.375,6.875,0.25,-0.044927314635290094,-0.044927314635290094,ground,1
6.625,-7.375,0.25,-0.12568812558849507,-0.12568812558849507,ground,1
6.625,0.125,0.25,-0.08713197330181396,-0.08713197330181396,ground,1
6.875,-3.625,0.25,-0.10525649257320632,-0.10525649257320632,ground,1
6.875,2.125,0.25,-0.08679972750699635,-0.08679972750699635,ground,1
6.875,7.125,0.25,-0.0857372866154521,-0.0857372866154521,ground,1
7.125,-4.625,0.25,-0.14093955073041306,-0.14093955073041306,ground,1
7.125,-2.625,0.25,-0.14103998271046103,-0.14103998271046103,ground,1
7.125,-2.375,0.25,-0.14304531301843076,-0.14304531301843076,ground,1
7.375,2.625,0.25,-0.11147103002512798,-0.11147103002512798,ground,1
7.625,-0.875,0.25,-0.14029200872314712,-0.14029200872314712,ground,1
7.875,6.125,0.25,-0.060930121172778476,-0.060930121172778476,ground,1
8.625,4.625,0.25,-0.13144645292203075,-0.13144645292203075,ground,1
8.875,-3.625,0.25,-0.15431085002307715,-0.15431085002307715,ground,1
8.875,-2.625,0.25,-0.1206927642849478,-0.1206927642849478,ground,1
9.125,0.125,0.25,-0.1623209881688839,-0.1623209881688839,ground,1
9.625,-1.625,0.25,-0.16051178130851101,-0.16051178130851101,ground,1
9.625,-0.125,0.25,-0.13438429633671822,-0.13438429633671822,ground,1
-29.625,-5.625,0.75,0.4457989735024611,0.4457989735024611,ground,1
-29.625,5.625,0.75,0.4763407152349385,0.4763407152349385,ground,1
-28.875,-7.875,0.75,0.3754599991366186,0.3754599991366186,ground,1
-28.875,-5.625,0.75,0.39238932059056375,0.39238932059056375,ground,1
-28.875,-4.125,0.75,0.38880325453533376,0.38880325453533376,ground,1
-28.875,-2.625,0.75,0.44229217492227335,0.44229217492227335,ground,1
-28.875,1.125,0.75,0.467526678101552,0.467526678101552,ground,1
-28.875,4.125,0.75,0.46935447838430433,0.45063845367298444,ground,3
-28.875,5.625,0.75,0.4629440556672854,0.4629440556672854,ground,1
-28.875,6.375,0.75,0.47270423528954136,0.47270423528954136,ground,1
-28.125,-9.375,0.75,0.3943656978800077,0.3805983023491166,ground,2
-28.125,-8.625,0.75,0.4157559117139629,0.4157559117139629,ground,1
-28.125,-7.875,0.75,0.3889311203642207,0.3889311203642207,ground,1
-28.125,0.375,0.75,0.42597070963329653,0.42597070963329653,ground,1
-28.125,3.375,0.75,0.4578122386637664,0.4302219376934745,ground,2
-28.125,8.625,0.75,0.5034129315431858,0.493252477735681,ground,2
-28.125,10.875,0.75,0.4892708945228395,0.4892708945228395,ground,1
-27.375,-9.375,0.75,0.342696060362593,0.342696060362593,ground,1
-27.375,-7.875,0.75,0.3676462793545427,0.3676462793545427,ground,1
-27.375,-3.375,0.75,0.41858255639588293,0.41858255639588293,ground,1
-27.375,-0.375,0.75,0.4599367591065837,0.4599367591065837,ground,1
-27.375,0.375,0.75,0.430309433814489,0.4237948289731984,ground,2
-27.375,4.875,0.75,0.4024765077615105,0.4024765077615105,ground,1
-26.625,-10.125,0.75,0.3630276061941083,0.3630276061941083,ground,1
-26.625,2.625,0.75,0.40574192305494233,0.40574192305494233,ground,1
-26.625,7.125,0.75,0.4453387086697254,0.4453387086697254,ground,1
-26.625,7.875,0.75,0.42942866546427183,0.42942866546427183,ground,1
-26.625,10.875,0.75,0.4781718509286566,0.4781718509286566,ground,1
-25.875,-13.125,0.75,0.2844323790385782,0.2844323790385782,ground,1
-25.875,-8.625,0.75,0.34525477979480423,0.3362547454410848,ground,2
-25.875,-6.375,0.75,0.35300645823491633,0.35300645823491633,ground,1
-25.875,-4.875,0.75,0.3753959774694875,0.3697273349990424,ground,2
-25.875,-4.125,0.75,0.3573262985512163,0.3573262985512163,ground,1
-25.875,-0.375,0.75,0.4112803753884707,0.4112803753884707,ground,1
-25.875,4.875,0.75,0.4118548391931155,0.4118548391931155,ground,1
-25.875,9.375,0.75,0.39020313526670836,0.39020313526670836,ground,1
-25.875,10.875,0.75,0.45555095501513665,0.45555095501513665,ground,1
-25.125,-14.625,0.75,0.2829776585587225,0.2829776585587225,ground,1
-25.125,-10.875,0.75,0.29888779390625925,0.29888779390625925,ground,1
-25.125,-8.625,0.75,0.37598096050489277,0.37598096050489277,ground,1
-25.125,-6.375,0.75,0.3510874604135983,0.3510874604135983,ground,1
-25.125,-5.625,0.75,0.3544554215855646,0.3544554215855646,ground,1
-25.125,-0.375,0.75,0.3718255009580634,0.3718255009580634,ground,1
-25.125,1.875,0.75,0.39221731161856155,0.37618453478062563,ground,2
-25.125,3.375,0.75,0.3545529506279434,0.3545529506279434,ground,1
-25.125,4.875,0.75,0.3957963635829968,0.3957963635829968,ground,1
-25.125,9.375,0.75,0.4012913969066826,0.3959726082248978,ground,2
-25.125,10.875,0.75,0.4395408301354028,0.4310130948917656,ground,2
-25.125,13.125,0.75,0.4247185854991062,0.4064297424589089,ground,3
-24.375,-16.875,0.75,0.2628933510818301,0.2628933510818301,ground,1
-24.375,-16.125,0.75,0.3073292422612188,0.3073292422612188,ground,1
-24.375,-15.375,0.75,0.28837814938879,0.28837814938879,ground,1
-24.375,-13.125,0.75,0.3335933968837784,0.3335933968837784,ground,1
-24.375,-11.625,0.75,0.3093692747215255,0.3093692747215255,ground,1
-24.375,-10.125,0.75,0.30992372314389455,0.30992372314389455,ground,1
-24.375,-5.625,0.75,0.29342933838101304,0.29342933838101304,ground,1
-24.375,1.125,0.75,0.3729062409079,0.3729062409079,ground,1
-24.375,1.875,0.75,0.34739954542942336,0.3438954500376087,ground,2
-24.375,2.625,0.75,0.3800893551946468,0.3800893551946468,ground,1
-24.375,7.875,0.75,0.368743843851418,0.368743843851418,ground,1
-24.375,9.375,0.75,0.38429839583959047,0.38429839583959047,ground,1
-24.375,13.875,0.75,0.3982716036803335,0.3982716036803335,ground,1
-24.375,15.375,0.75,0.4356549757969074,0.4171234533163259,ground,2
-24.375,16.875,0.75,0.4094150763428387,0.4094150763428387,ground,1
-23.625,-15.375,0.75,0.30373110482648896,0.30373110482648896,ground,1
-23.625,-13.125,0.75,0.3486079743123945,0.3486079743123945,ground,1
-23.625,-10.875,0.75,0.30601313728446583,0.30601313728446583,ground,1
-23.625,-8.625,0.75,0.354196058458912,0.354196058458912,ground,1
-23.625,-5.625,0.75,0.3200807167051757,0.3200807167051757,ground,1
-23.625,-4.875,0.75,0.3868375494090996,0.3868375494090996,ground,1
-23.625,-1.875,0.75,0.3678646195493395,0.3678646195493395,ground,1
-23.625,0.375,0.75,0.38911228594872493,0.36274462115314915,ground,2
-23.625,4.125,0.75,0.36015398282579064,0.3597351220151591,ground,2
-23.625,7.875,0.75,0.39039308899342945,0.39039308899342945,ground,1
-22.875,-10.125,0.75,0.2952832602465078,0.2952832602465078,ground,1
-22.875,-7.125,0.75,0.3195337509605519,0.3195337509605519,ground,1
-22.875,-4.875,0.75,0.32238406207895176,0.32238406207895176,ground,1
-22.875,-4.125,0.75,0.3059263502170927,0.3059263502170927,ground,1
-22.875,1.875,0.75,0.3826750398009023,0.3826750398009023,ground,1
-22.875,10.125,0.75,0.35475578905936456,0.35475578905936456,ground,1
-22.875,14.625,0.75,0.41788109522321504,0.41788109522321504,ground,1
-22.875,18.375,0.75,0.43818289343183947,0.43818289343183947,ground,1
-22.125,-17.625,0.75,0.2460830536617707,0.2460830536617707,ground,1
-22.125,-16.875,0.75,0.3036948963545981,0.2749131876177832,ground,2
-22.125,-13.125,0.75,0.2769333204011032,0.2769333204011032,ground,1
-22.125,-11.625,0.75,0.25668702874494165,0.25668702874494165,ground,1
-22.125,-10.125,0.75,0.25462951205916723,0.25462951205916723,ground,1
-22.125,-4.875,0.75,0.2990861914432182,0.2990861914432182,ground,1
-22.125,-3.375,0.75,0.32467238079156996,0.32467238079156996,ground,1
-22.125,-1.875,0.75,0.3073859402436692,0.3073859402436692,ground,1
-22.125,1.875,0.75,0.2889239893648554,0.2889239893648554,ground,1
-22.125,4.125,0.75,0.30913626100881914,0.30913626100881914,ground,1
-22.125,4.875,0.75,0.3837080646820878,0.3837080646820878,ground,1
-22.125,7.125,0.75,0.327392601383936,0.327392601383936,ground,1
-22.125,10.875,0.75,0.36337120652675303,0.36337120652675303,ground,1
-22.125,11.625,0.75,0.4247531595056857,0.4247531595056857,ground,1
-22.125,19.875,0.75,0.38810051530652634,0.38810051530652634,ground,1
-21.375,-13.875,0.75,0.2927217458958242,0.2927217458958242,ground,1
-21.375,-11.625,0.75,0.22708629518328988,0.22708629518328988,ground,1
-21.375,-10.125,0.75,0.25654221100830643,0.25654221100830643,ground,1
-21.375,-9.375,0.75,0.2972015880767662,0.2972015880767662,ground,1
-21.375,-7.875,0.75,0.3073874388100616,0.3073874388100616,ground,1
-21.375,-2.625,0.75,0.3061705377121431,0.3061705377121431,ground,1
-21.375,4.875,0.75,0.3922136701010681,0.3922136701010681,ground,1
-21.375,10.875,0.75,0.3245757918735971,0.3245757918735971,ground,1
-21.375,13.125,0.75,0.3920876906670773,0.3831186114352344,ground,2
-21.375,14.625,0.75,0.37230749960296156,0.37230749960296156,ground,1
-21.375,19.875,0.75,0.39230652974203944,0.39230652974203944,ground,1
-21.375,20.625,0.75,0.4138111005171001,0.4138111005171001,ground,1
-20.625,-20.625,0.75,0.2094854232546264,0.2094854232546264,ground,1
-20.625,-17.625,0.75,0.26477787378699935,0.26477787378699935,ground,1
-20.625,-16.125,0.75,0.2522244028213524,0.2522244028213524,ground,1
-20.625,-13.125,0.75,0.2790997738276846,0.2790997738276846,ground,1
-20.625,-11.625,0.75,0.2684542694891789,0.2684542694891789,ground,1
-20.625,-9.375,0.75,0.240845079456055,0.240845079456055,ground,1
-20.625,-8.625,0.75,0.23752904129631958,0.23752904129631958,ground,1
-20.625,-4.125,0.75,0.2978393467998172,0.2978393467998172,ground,1
-20.625,-1.875,0.75,0.30075652097660704,0.30075652097660704,ground,1
-20.625,-0.375,0.75,0.34390306282414185,0.34167910474019714,ground,2
-20.625,4.125,0.75,0.32601665208477165,0.32601665208477165,ground,1
-20.625,7.125,0.75,0.33335466332857094,0.33335466332857094,ground,1
-20.625,10.125,0.75,0.3233743268392248,0.3233743268392248,ground,1
-20.625,15.375,0.75,0.3731111135031573,0.3731111135031573,ground,1
-20.625,18.375,0.75,0.36422113577693477,0.36422113577693477,ground,1
-20.625,19.875,0.75,0.3575140484605234,0.3575140484605234,ground,1
-20.625,21.375,0.75,0.42017149157020345,0.42017149157020345,ground,1
-19.875,-19.125,0.75,0.22557510722763008,0.22557510722763008,ground,1
-19.875,-17.625,0.75,0.20783392800535877,0.20783392800535877,ground,1
-19.875,-2.625,0.75,0.2284805795673757,0.2284805795673757,ground,1
-19.875,-0.375,0.75,0.275078676586562,0.275078676586562,ground,1
-19.875,2.625,0.75,0.33585189728550546,0.33585189728550546,ground,1
-19.875,4.875,0.75,0.35824786412074033,0.35824786412074033,ground,1
-19.875,9.375,0.75,0.3604223377091601,0.3604223377091601,ground,1
-19.875,11.625,0.75,0.3333891756687904,0.3333891756687904,ground,1
-19.875,13.125,0.75,0.3581712117730253,0.3581712117730253,ground,1
-19.125,-22.125,0.75,0.17227957966060137,0.17227957966060137,ground,1
-19.125,-20.625,0.75,0.17105663500418328,0.17105663500418328,ground,1
-19.125,-19.875,0.75,0.2287904465959203,0.2287904465959203,ground,1
-19.125,-16.875,0.75,0.2346207019890181,0.2346207019890181,ground,1
-19.125,-13.125,0.75,0.2382990598697404,0.2382990598697404,ground,1
-19.125,-2.625,0.75,0.30089038930543505,0.30089038930543505,ground,1
-19.125,-1.875,0.75,0.24552042166350707,0.24552042166350707,ground,1
-19.125,-0.375,0.75,0.2813749027834828,0.2813749027834828,ground,1
-19.125,4.875,0.75,0.3138119868338544,0.3138119868338544,ground,1
-19.125,8.625,0.75,0.33754303018727694,0.33754303018727694,ground,1
-19.125,9.375,0.75,0.2894072154353577,0.2894072154353577,ground,1
-19.125,10.125,0.75,0.3274694147243953,0.3274694147243953,ground,1
-19.125,11.625,0.75,0.34995132615986446,0.34995132615986446,ground,1
-19.125,13.875,0.75,0.3688670410268615,0.3688670410268615,ground,1
-18.375,-22.125,0.75,0.17268140045520694,0.17268140045520694,ground,1
-18.375,-16.875,0.75,0.13639867992017543,0.13639867992017543,ground,1
-18.375,-13.125,0.75,0.21545088111522875,0.21545088111522875,ground,1
-18.375,-11.625,0.75,0.23575451150236268,0.23575451150236268,ground,1
-18.375,-9.375,0.75,0.21817368374263948,0.21817368374263948,ground,1
-18.375,-6.375,0.75,0.19999697292977028,0.19999697292977028,ground,1
-18.375,-4.125,0.75,0.28325732511726814,0.2778510748851605,ground,2
-18.375,-1.875,0.75,0.28025726454219674,0.28025726454219674,ground,1
-18.375,-1.125,0.75,0.26806676556546033,0.26806676556546033,ground,1
-18.375,1.875,0.75,0.27891049082734287,0.27891049082734287,ground,1
-18.375,2.625,0.75,0.331844309273896,0.331844309273896,ground,1
-18.375,7.125,0.75,0.2910656463551662,0.2910656463551662,ground,1
-18.375,8.625,0.75,0.32574454122463337,0.2981284228110658,ground,2
-18.375,12.375,0.75,0.3515867842937395,0.3294252333983826,ground,2
-18.375,13.875,0.75,0.31803377009415507,0.31803377009415507,ground,1
-18.375,14.625,0.75,0.36596417568040535,0.36596417568040535,ground,1
-18.375,16.875,0.75,0.3333350419386655,0.3333350419386655,ground,1
-17.625,-22.875,0.75,0.17851128472170258,0.17851128472170258,ground,1
-17.625,-20.625,0.75,0.18844069162077215,0.185791650006012,ground,2
-17.625,-16.875,0.75,0.22530491701043925,0.22530491701043925,ground,1
-17.625,-16.125,0.75,0.18545894713842725,0.18545894713842725,ground,1
-17.625,-15.375,0.75,0.2097656192777971,0.2097656192777971,ground,1
-17.625,-10.125,0.75,0.25640213060251565,0.25640213060251565,ground,1
-17.625,-4.125,0.75,0.21852209562758018,0.21852209562758018,ground,1
-17.625,-3.375,0.75,0.25322971885630924,0.25322971885630924,ground,1
-17.625,-1.125,0.75,0.25660645996587306,0.25660645996587306,ground,1
-17.625,-0.375,0.75,0.30475324673046644,0.30475324673046644,ground,1
-17.625,1.875,0.75,0.26411532510262775,0.26411532510262775,ground,1
-17.625,3.375,0.75,0.24546026439284657,0.24546026439284657,ground,1
-17.625,4.125,0.75,0.2728811958087043,0.2728811958087043,ground,1
-17.625,13.875,0.75,0.3319234390917856,0.3319234390917856,ground,1
-17.625,20.625,0.75,0.34520685264179907,0.34520685264179907,ground,1
-17.625,21.375,0.75,0.3693993172234731,0.3693993172234731,ground,1
-17.625,22.875,0.75,0.3327852225553809,0.3327852225553809,ground,1
-16.875,-23.625,0.75,0.20485527594007472,0.20485527594007472,ground,1
-16.875,-22.875,0.75,0.2242277907755036,0.2242277907755036,ground,1
-16.875,-22.125,0.75,0.18542579830431719,0.18542579830431719,ground,1
-16.875,-17.625,0.75,0.21383051943957787,0.19121036207593722,ground,3
-16.875,-13.125,0.75,0.17698879462068345,0.17698879462068345,ground,1
-16.875,-12.375,0.75,0.19161801290263886,0.19161801290263886,ground,1
-16.875,-10.875,0.75,0.17423009664152256,0.17423009664152256,ground,1
-16.875,-9.375,0.75,0.22033661615320482,0.22033661615320482,ground,1
-16.875,-7.875,0.75,0.24670141314374974,0.24670141314374974,ground,1
-16.875,-6.375,0.75,0.23556059257626547,0.23556059257626547,ground,1
-16.875,-5.625,0.75,0.248419413367322,0.24217609163133452,ground,2
-16.875,-3.375,0.75,0.2713230430786983,0.2452326118025716,ground,2
-16.875,-1.125,0.75,0.16845364894888126,0.16845364894888126,ground,1
-16.875,0.375,0.75,0.2818290062428881,0.2818290062428881,ground,1
-16.875,1.125,0.75,0.24507796843646118,0.24507796843646118,ground,1
-16.875,7.125,0.75,0.31050140375468244,0.287372135297733,ground,2
-16.875,7.875,0.75,0.2847746567375602,0.28262914539281214,ground,2
-16.875,8.625,0.75,0.32533534838834394,0.3129652616090314,ground,2
-16.875,10.125,0.75,0.30058060781429274,0.30058060781429274,ground,1
